@relation InstanceResultListener

@attribute Key_Dataset {hs2012}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.REPTree}
@attribute Key_Scheme_options {'-M 2 -V 0.001 -N 3 -S 1 -L -1'}
@attribute Key_Scheme_version_ID {-9216785998198681299}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureTreeSize numeric

@data
hs2012,8,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,266462.176325,508114.855203,38.340057,23.886606,0.971071,0,0,734.451694,2821.011653,-2086.55996,6.33148,24.319066,-17.987586,0.002,0.002,0,0,17020,56800,7457,?,117
hs2012,8,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,533935.614536,2071054.904656,139.136906,444.26356,0.170071,0,0,707.322998,3385.421961,-2678.098963,6.097612,29.184672,-23.08706,0.002,0.001,0,0,15445,56800,7457,?,105
hs2012,8,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,311245.005271,536748.482269,44.028419,25.23745,0.967638,0,0,743.061064,2864.865837,-2121.804773,6.405699,24.697119,-18.29142,0.001,0.002,0,0,11820,56800,7457,?,77
hs2012,9,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,230664.943218,391611.141267,48.883904,66.310638,0.726532,0,0,729.541473,2803.632043,-2074.090571,6.235397,23.962667,-17.72727,0.003,0.001,0,0,15320,56747,7510,?,105
hs2012,9,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,490566.60602,1463310.312775,81.488969,89.19604,0.680753,0,0,748.443561,3349.966137,-2601.522576,6.396954,28.632189,-22.235236,0.001,0.002,0,0.015625,14620,56747,7510,?,99
hs2012,9,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,280963.144954,438056.543706,40.389145,20.864039,0.978468,0,0,734.483279,2840.194834,-2105.711555,6.277635,24.27517,-17.997535,0.001,0.002,0,0,14670,56747,7510,?,99
hs2012,9,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,263490.700384,503608.432637,44.630688,31.843624,0.948078,0,0,730.165349,2854.999567,-2124.834218,6.294529,24.612065,-18.317536,0.002,0.001,0,0,15770,56800,7457,?,109
hs2012,9,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,257977.835332,466985.114743,31.48213,18.264771,0.983104,0,0,730.38507,2852.389947,-2122.004876,6.296423,24.589569,-18.293145,0.002,0.002,0,0,14545,56800,7457,?,99
hs2012,9,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,215653.288924,345964.81381,41.049637,22.561437,0.974356,0,0,716.556006,761.569138,-45.013132,6.177207,6.565251,-0.388044,0.001,0.002,0,0,12595,56800,7457,?,83
hs2012,9,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,247984.4231,363364.802003,64.558851,75.963293,0.624035,0,0,707.808448,1739.084605,-1031.276157,6.101797,14.992109,-8.890312,0.001,0.002,0,0.015625,12295,56800,7457,?,81
hs2012,9,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,436976.069577,1465253.761067,77.847921,92.13741,0.66626,0,0,728.871504,2347.678136,-1618.806632,6.283375,20.238605,-13.95523,0.001,0.002,0,0,14145,56800,7457,?,95
hs2012,9,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,262480.314979,369876.871263,50.154963,24.41657,0.969884,0,0,711.370132,2673.311436,-1961.941304,6.132501,23.045788,-16.913287,0.002,0.002,0,0,12545,56800,7457,?,83
hs2012,9,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,255316.505182,470008.669098,40.725031,22.545664,0.976185,0,0,713.872293,2558.743456,-1844.871164,6.154071,22.058133,-15.904062,0.001,0.002,0.015625,0,11070,56800,7457,?,71
hs2012,10,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,254038.617233,383531.651221,37.409766,18.27153,0.983251,0,0,731.35268,2814.705561,-2083.352881,6.250878,24.057312,-17.806435,0.001,0.002,0,0,13370,56747,7510,?,89
hs2012,10,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,276795.79802,465415.382664,51.951025,30.347642,0.953866,0,0,732.475485,2798.787476,-2066.311991,6.260474,23.92126,-17.660786,0.002,0.002,0,0,15045,56747,7510,?,103
hs2012,10,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,232240.730489,351443.433416,55.708959,69.902687,0.611519,0,0,711.130106,2791.564997,-2080.434891,6.078035,23.85953,-17.781495,0.002,0.001,0,0,13395,56747,7510,?,89
hs2012,10,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,255543.617183,433608.832542,56.193907,71.825047,0.687772,0,0,721.929333,2805.950938,-2084.021605,6.223529,24.189232,-17.965703,0.001,0.001,0,0,11345,56800,7457,?,73
hs2012,10,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,500008.105639,1507647.982121,88.048422,96.179263,0.275139,0,0,721.282322,5000.251912,-4278.96959,6.217951,43.10562,-36.887669,0,0.002,0,0,9570,56800,7457,?,59
hs2012,10,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,306279.484654,584880.621873,43.774387,27.330363,0.97454,0,0,741.273229,3871.536486,-3130.263257,6.390286,33.375315,-26.985028,0.002,0.005,0,0.015625,11070,56800,7457,?,71
hs2012,10,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,231423.639467,325323.003235,35.069195,15.530196,0.988058,0,0,721.077291,2790.51599,-2069.438699,6.216184,24.056172,-17.839989,0.002,0.002,0,0,11345,56800,7457,?,73
hs2012,10,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,294736.875278,598718.039485,65.447894,87.72491,0.46326,0,0,720.654908,3906.435136,-3185.780227,6.212542,33.676165,-27.463623,0.001,0.002,0,0,13195,56800,7457,?,87
hs2012,10,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,219974.274247,312791.345811,29.194627,12.333141,0.992295,0,0,723.129469,1768.944469,-1045.814999,6.233875,15.249521,-9.015647,0.001,0.002,0,0,10020,56800,7457,?,63
hs2012,10,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,302651.823361,601363.827518,50.82805,37.564771,0.926827,0,0,723.836393,772.740524,-48.90413,6.239969,6.661556,-0.421587,0.002,0.002,0,0,10370,56800,7457,?,65
