@relation tobs-averages

@attribute 34.6189 numeric
@attribute -89.1911 numeric
@attribute -44 numeric

@data
38.0392,-103.6933,61
46.4858,-90.4372,-206
40.4378,-109.3045,-94
36.0975,-119.5817,122
30.3961,-88.4781,6
37.7617,-117.5658,-67
38.6308,-89.3658,-28
45.1708,-87.1536,-189
61.07,-149.48,-53
44.7764,-108.7592,-100
48.06,-112.76,-146
41.53,-116.01,62
34.9553,-93.1594,-17
33.6461,-97.0592,0
34.0919,-96.7708,-44
36.075,-87.3958,-17
58.4561,-135.8692,-11
37.75,-112.78,10
40.495,-78.4667,-89
43.3194,-83.7161,-139
45.25,-121.74,71
46.16,-122.18,127
42.53,-122.18,39
33.7044,-115.6289,89
37.5006,-120.855,61
37.43,-108.17,63
36.0164,-76.5517,106
41.4511,-90.1486,-139
38.6753,-93.2228,-50
27.5478,-81.7994,128
47.5933,-91.6514,-206
45.0281,-87.7355,-228
39.7347,-90.1978,-61
36.8583,-83.3303,-17
38.2736,-122.0678,128
40.0978,-98.5197,-133
38.4931,-122.5383,144
40.0797,-111.6044,28
44.0069,-70.3608,-167
59.73,-150.66,-13
46.36,-112.26,-8
47.9753,-91.4556,-211
44.4139,-108.9006,-133
28.3889,-96.8389,39
20.7008,-156.3561,139
43.61,-113.93,-2
36.1033,-87.1153,-17
43.3325,-72.0792,-150
45.3581,-86.8911,-183
34.385,-94.8981,-67
42.7292,-110.9297,0
46.6447,-88.4811,-189
45.1769,-109.2572,-161
36.6983,-77.5597,-22
39.76,-105.91,-10
39.7294,-105.0083,-44
42.1953,-106.8556,44
20.7583,-156.3211,144
28.8728,-81.7844,94
34.9869,-79.2189,-39
36.1631,-81.1494,-39
39.7403,-104.1275,-22
42.6325,-72.1233,-128
48.66,-119.84,5
64.8603,-147.8483,-289
36.0908,-106.0567,-39
40.8236,-94.0475,-167
36.3158,-119.6369,28
34.7994,-109.885,83
39.0017,-85.5997,-56
48.6147,-100.7264,-211
33.8083,-100.2981,0
42.8083,-103.0533,-128
35.9328,-88.7267,-22
48.1803,-101.2964,-206
45.4756,-118.8253,39
34.2192,-102.7328,0
47.455,-101.1461,-206
39.06,-120.1292,-28
47.3058,-121.8514,61
31.96,-111.5972,117
39.6419,-78.7561,-67
35.1183,-97.67,-6
44.15,-110.22,-46
36.2067,-83.3325,6
47.6153,-111.9855,-161
64.9156,-148.2711,-128
47.1253,-91.7067,-200
43.245,-104.2881,-50
44.4706,-95.7908,-189
42.7036,-121.9953,17
35.3247,-78.6881,-6
40.4175,-84.9925,-128
42.4694,-75.0106,-128
32.6464,-111.4017,106
42.37,-95.575,-206
33.7183,-102.7586,0
42.2611,-90.423,-178
35.3694,-111.5436,-78
37.9497,-82.4047,-44
19.2706,-155.8747,117
33.4678,-88.3847,17
34.3208,-77.9206,0
47.1456,-123.4006,89
39.7633,-84.1911,-111
35.2283,-82.7358,-50
33.0719,-106.0411,61
41.25,-73.35,-89
45.7,-115.23,-18
38.7978,-99.7231,-94
45.9203,-96.8308,-194
36.0336,-90.4978,-28
33.7478,-112.5983,117
42.6922,-120.5403,83
37.1317,-99.0556,-28
46.6722,-120.4994,-6
43.7047,-92.5644,-200
60.8,-148.09,-22
46.0556,-88.6275,-267
42.1342,-77.0692,-128
35.9672,-79.9722,72
37.89,-108.2,-39
42.5794,-83.6844,-106
41.31,-111.45,27
44.4622,-115.5817,-11
39.0303,-76.9314,-67
48.9992,-108.3894,-161
44.3119,-84.8922,-150
40.9317,-121.5433,-22
37.5339,-96.8814,-72
29.0892,-97.3433,17
46.1758,-101.8561,-172
42.4647,-79.0031,-144
36.7647,-99.1128,-28
46.2061,-67.8417,-217
46.5414,-102.8692,-189
34.3019,-92.3914,-50
48.0119,-106.4117,-156
35.1525,-88.3214,-17
37.1122,-77.2017,-22
38.4583,-91.7028,-44
39.0061,-87.7769,-39
44.2656,-85.3967,-167
47.43,-113.78,24
48.3508,-120.7264,0
37.02,-106.45,-33
70.27,-148.57,-325
38.2186,-83.1431,-50
39.05,-107.87,-22
42.2636,-88.6078,-239
40.1389,-87.6483,-128
43.17,-110.14,-74
41.5575,-85.8825,-139
35.2058,-82.2517,11
44.75,-71.6303,-217
48.9672,-122.3292,39
42.8942,-71.9842,-133
45.4117,-92.6467,-217
37.1542,-92.2617,-17
27.1819,-81.3508,150
43.1003,-72.7836,-156
48.7272,-121.0722,11
38.9917,-88.1828,-67
45.4078,-96.8619,-206
47.9967,-119.6483,0
30.5908,-104.4914,28
36.6633,-80.9139,-50
43.275,-122.4497,39
42.6981,-83.4717,-117
30.8275,-100.1103,6
38.9189,-81.9114,-44
39.8958,-76.3947,-78
40.7053,-94.2428,-156
40.435,-105.085,-33
41.3242,-88.9858,-144
48.8306,-105.4758,-206
47.8664,-121.7175,83
38.8519,-76.7683,-61
39.3903,-94.5553,-94
36.4711,-86.8414,-33
42.0931,-72.8036,-111
39.1506,-90.7847,-56
36.7236,-102.4806,44
47.4883,-111.2781,-139
40.8803,-121.6547,-39
47.4083,-113.7125,11
41.7003,-77.3872,-139
40.0986,-83.7822,-89
43.7178,-123.0578,17
34.8872,-79.6922,11
41.97,-118.19,94
47.4581,-92.5303,-206
43.3656,-109.2756,50
58.4111,-135.7089,-17
42.1619,-95.7836,-200
63.4258,-150.3117,-61
30.9539,-85.8831,22
44.84,-114.27,5
41.7144,-70.4717,-94
48.4469,-113.2239,-161
34.2183,-81.0731,-39
32.815,-109.6808,11
41.5325,-70.6589,-89
39.9058,-91.4281,-94
41.2664,-73.7975,-94
34.2939,-82.5328,-28
40.5694,-84.5364,-122
37.3133,-122.185,156
34.6158,-83.5428,-44
39.1131,-100.9447,-106
48.3478,-107.1533,-167
42.7561,-93.2019,-217
41.1275,-101.7206,-111
34.5731,-94.2494,-33
40.7908,-111.4078,67
39.8997,-113.7128,-56
47.8769,-95.0161,-206
43.9317,-69.8564,-206
48.44,-120.92,39
58.1422,-133.7386,-44
40.415,-102.6267,-89
40.5208,-101.655,-111
48.13,-113.02,-126
44.39,-122.17,60
32.9203,-107.5656,39
44.6831,-113.3622,-28
33.2511,-91.5058,-11
45.5397,-106.9597,-128
35.4244,-77.9919,-22
35.6672,-82.1236,-50
41.23,-105.38,22
47.2194,-111.71,-139
45.1219,-122.07,11
42.975,-82.4194,-94
42.7519,-124.5011,50
46.79,-109.51,-145
48.91,-114.86,5
45.4164,-91.7719,-222
41.2647,-87.4178,-156
34.8928,-117.0219,67
29.9347,-90.1361,72
41.46,-106.28,-25
44.21,-110.67,-9
44.61,-111.15,-9
46.23,-116.0339,22
40.46,-112.25,12
41.9069,-83.4158,-133
36,-106.83,-26
43.5136,-87.8547,-178
40.8533,-76.7892,-106
38.4947,-83.0183,-44
39.3594,-93.4886,-83
39.5447,-110.6861,-6
45.4478,-99.0383,-200
44.94,-109.57,-19
47.4172,-122.2433,111
30.2133,-97.9822,122
40.7275,-91.9683,-178
36.2069,-121.1378,200
36.7672,-119.7092,44
42.3264,-84.0133,-144
44.0108,-107.9686,-144
40.3589,-75.3222,-94
38.5778,-110.7078,-106
39.84,-113.3978,-39
41.74,-115.47,54
42.4467,-72.53,-128
37.0522,-78.6497,-28
41.3283,-88.9106,-194
35.6708,-78.6608,-39
44.0908,-92.64,-211
39.31,-111.43,0
41.8128,-88.0728,-178
38.95,-115.38,-21
38.7556,-90.6106,-22
41.1169,-81.0094,-100
43.11,-109.95,-80
46.4992,-87.845,-178
38.4331,-96.5578,-89
39.635,-90.4528,-78
34.1819,-118.5744,256
41.8553,-90.92,-161
39.2872,-112.6519,-22
41.3247,-93.1008,-183
42.2553,-88.0769,-189
43.465,-113.5581,0
43.86,-114.21,-31
44.0469,-82.9703,-133
44.5647,-91.6719,-150
38.69,-119.99,20
43.4117,-104.9614,-111
40.87,-111.72,46
45.0831,-91.3311,-217
42.0464,-124.2878,106
47.7,-121.6908,50
32.9539,-105.8225,78
41.86,-111.51,1
34.8039,-90.0103,-17
36.3211,-87.2217,-17
43.5525,-97.5017,-161
33.3144,-99.2006,11
42.0417,-93.8906,-239
37.1397,-91.6272,6
37.8444,-120.2258,28
36.6619,-75.9114,33
41.4581,-100.5986,-117
19.3167,-155.8833,194
35.2719,-82.6475,-33
41.67,-116.07,39
40.5864,-77.5692,-100
36.6831,-76.7683,100
38.5,-111.77,-45
61.39,-150.03,-108
34.7314,-77.9831,-17
67.0833,-157.85,-183
45.2669,-69.5839,-233
61.2344,-149.2708,-161
31.8708,-85.45,17
40.3392,-79.8603,-94
46.56,-115.29,0
41.2458,-111.9369,6
36.2631,-101.405,-22
37.66,-107.8,41
42.5192,-76.3311,-128
39.2078,-111.0125,33
58.3814,-134.645,-22
40.58,-110.59,-14
41.5697,-101.6914,-89
45.7533,-93.6617,-200
41.55,-72.7167,-94
47.785,-120.6456,-17
39.19,-120.26,64
27.4272,-80.4053,183
39.1025,-90.3431,-44
42.2361,-97.0108,-178
42.6167,-97.2608,-206
42.3061,-113.3689,-17
45.3036,-97.0625,-178
34.8492,-89.1597,-33
45.2689,-122.3186,50
36.1056,-82.8436,-56
42.6408,-71.3636,-111
39.0461,-78.9664,-67
34.2903,-114.1708,78
42.8633,-70.8997,-100
31.0417,-104.8372,-28
44.0069,-72.3194,-211
37.6967,-93.7722,-28
34.4619,-93.9983,33
40.4661,-118.3047,-22
39.0878,-77.6928,-72
42.2356,-74.1433,-139
40.3,-75.1333,-78
42.8783,-82.7958,-144
39.0056,-114.2206,28
40.8728,-78.2161,-122
34.4406,-85.7236,-6
37.5108,-86.2892,-28
42.1103,-72.1269,-111
37.4286,-122.2561,106
40.96,-110.58,-61
42.1492,-112.2872,44
21.4233,-157.8014,206
44.3,-122.04,91
47.6714,-94.5175,-200
44.21,-103.79,-184
41.24,-120.79,-17
39.6442,-74.8072,-61
34.5975,-113.1744,17
36.9906,-121.9911,117
45.8944,-106.6336,-122
46.1683,-90.0722,-228
44.1747,-90.3483,-217
35.8917,-105.4481,0
34.005,-118.4139,228
38.81,-94.2647,-78
38.44,-119.37,9
44.2814,-92.1942,-267
40.98,-115.17,83
42.8108,-78.3978,-156
38.46,-105.2256,-39
33.9111,-87.8469,-50
36.2469,-86.5631,-17
41.5183,-84.1453,-133
37.1639,-101.34,-11
36.0519,-88.0828,-33
38.0131,-122.1142,72
46.47,-114.63,7
35.2006,-103.6867,17
48.1331,-96.1667,-228
48.6008,-120.4275,-33
44.0761,-108.9547,72
45.3614,-84.9511,-128
42.6722,-122.675,22
32.7128,-82.5414,-22
37.52,-107.32,39
34.1311,-109.275,94
37.5831,-75.8217,33
40.7394,-88.7108,-122
47.2256,-95.1919,-211
36.8639,-94.36,6
40.9153,-97.5997,-167
40.61,-109.89,4
37.5764,-113.715,50
37.7558,-87.6456,-17
34.6108,-111.1922,-94
44.8919,-108.5928,-117
40.0889,-108.7728,-83
36.6511,-105.9725,67
34.2833,-86.9142,39
39.0172,-92.7558,-78
38.9667,-98.4889,-122
29.8833,-97.9494,17
35.7586,-82.2711,-39
43.8803,-85.4994,-150
41.3,-107.15,11
48.76,-121.7,126
35.5303,-102.2564,-28
45.19,-115.97,42
32.9619,-102.8219,33
48.7383,-113.4294,-150
39.05,-111.47,23
33.1144,-91.2628,-17
39.47,-80.8572,-83
42.7269,-88.2258,-239
26.1917,-98.2511,89
46.5742,-120.6008,6
35.9308,-91.0547,39
37.6528,-84.7708,-22
36.2994,-103.7408,-6
41.5239,-112.0436,67
33.7033,-96.6419,17
45.3014,-121.7417,39
37.5972,-81.8203,-33
44.3153,-71.6672,-122
56.2472,-134.6447,11
26.4622,-81.4406,189
44.6542,-84.6994,-178
34.395,-80.0486,-22
39.9714,-91.8872,-122
38.9039,-78.1822,-72
47.8092,-122.9136,94
35.6503,-88.3903,-39
40.075,-95.5189,-117
34.6344,-88.5622,-44
29.2,-96.2653,28
30.7189,-97.3211,17
46.0406,-99.3742,-233
42.2614,-103.5189,-117
38.3706,-110.7153,-28
33.5281,-101.8761,11
38.2597,-104.7169,-11
39.9964,-79.0833,-100
39.25,-119.88,-21
39.2103,-93.5297,-72
39.4247,-93.1331,-78
37.75,-77.4833,-6
34.2044,-90.2908,-28
35.4922,-86.4775,-22
32.7306,-111.6917,28
46.88,-113.32,-25
59.2381,-135.4494,-61
46.4178,-104.5164,-156
30.0317,-96.2167,22
33.9664,-83.2911,-33
38.2222,-103.7219,-83
44.3539,-75.5122,-133
32.4111,-87.0144,0
61.5633,-149.1542,-189
48.3511,-116.8353,11
34.5697,-93.1947,-44
34.9536,-89.8297,-61
31.3781,-82.1292,11
44.65,-109.78,-13
48.72,-120.66,55
37.58,-112.9,45
30.5317,-86.4928,0
34.4386,-100.2183,-11
35.2511,-75.6047,22
44.5028,-72.2203,-233
48.5156,-105.2992,-228
46.91,-110.85,-84
31.3072,-95.4508,-17
42.0811,-83.6769,-150
36.99,-105.26,-11
35.6558,-88.0064,-39
35.3836,-118.4122,94
48.0803,-107.525,-267
44.3747,-72.5822,-167
35.6878,-83.5372,-44
31.7383,-98.9456,6
42.2417,-83.6933,-156
33.6025,-117.8803,217
44.9214,-85.5161,-117
37.9672,-120.3872,11
38.5417,-90.9753,-33
44.9489,-72.1911,-200
37.2036,-89.0422,-33
30.0592,-94.795,6
38.6133,-95.2808,-83
35.7047,-86.4869,-28
41.9928,-71.1667,-89
37.8564,-80.4042,-56
41.8467,-79.1494,-122
42.5117,-75.5197,-117
37.3858,-109.075,-22
36.235,-88.0908,33
48.9761,-111.3994,-167
45.785,-103.3719,-167
33.4522,-84.0678,-33
46.4656,-90.1892,-222
34.9281,-82.4781,-44
43.8836,-94.1664,-150
40.8142,-85.1547,-133
39.66,-105.59,-1
35.6842,-121.1683,228
34.1925,-86.7972,-44
40.8208,-76.4983,-83
46.14,-114.45,10
44.6122,-72.0481,-211
43.35,-111.2167,22
41.6317,-87.0881,-122
64.9592,-147.6261,-278
34.4722,-101.3006,11
46.6706,-100.2294,-172
34.2208,-95.615,-56
34.31,-110.75,28
37.2344,-82.3436,-28
30.1853,-82.5942,50
64.2453,-149.1828,-189
30.7053,-104.0233,61
31.1783,-92.4108,-6
41.7117,-93.0297,-217
35.6008,-105.9322,-11
40.8556,-85.4981,-128
37.8106,-79.9883,-33
32.3919,-93.7803,-28
37.21,-105.2,-32
37.1317,-86.1481,11
41.8275,-74.9506,-128
44.5664,-113.8953,-11
45.41,-112.96,3
43.51,-115.57,-6
40.9394,-100.1514,-44
41.7511,-76.4431,-106
59.7444,-151.6347,-33
33.4,-105.79,76
46.8844,-98.685,-206
44.4139,-122.6728,50
47.0111,-109.2261,-150
44.6714,-103.8511,-122
38.3989,-79.995,-94
40.7264,-122.7947,33
40.89,-105.66,21
33.7542,-99.1442,-11
36.3467,-82.3467,28
43.3306,-75.8417,-139
29.8608,-98.1958,50
37.35,-105.23,21
32.5339,-96.6608,6
42.05,-91.5881,-150
41.6931,-73.06,-78
46.1694,-90.9808,-239
42.5242,-71.1264,-156
43.7292,-98.7131,-222
35.4322,-84.5833,-28
44.9072,-84.7189,-139
68.62,-149.3,-197
32.9964,-96.7428,39
46.5869,-89.5475,-228
37.9161,-85.6572,0
48.4983,-109.8014,-144
39.0292,-104.8017,-28
35.0883,-107.5178,22
37.2333,-83.0333,-6
39.5,-111.73,-24
37.52,-112.27,40
34.3961,-89.7903,-11
40,-107.24,-27
48.89,-116.76,5
20.9625,-156.6753,206
41.6653,-88.9781,-206
47.5089,-99.1211,-200
39.42,-111.25,-1
40.7597,-92.4394,-161
21.3153,-157.9992,172
43.09,-91.5581,-239
41.7392,-77.9711,-144
36.1306,-80.5481,-56
45.8161,-106.2314,-139
34.6033,-91.9928,-28
42.72,-123.2,121
40.4369,-116.1189,-6
38.1042,-98.6592,-78
34.7261,-100.5372,33
47.9558,-124.3539,106
35.3736,-83.7006,-50
35.78,-105.54,-10
44.4972,-108.3906,-133
47.54,-121.09,4
30.8178,-90.9733,0
29.6833,-91.1761,17
39.1483,-89.1022,-39
40.3,-111.26,6
45.5794,-94.3919,-189
40.8839,-73.3722,-83
41.38,-106.35,-34
18.1747,-66.7978,178
37.9531,-86.7747,-17
34.9603,-80.0772,-6
36.72,-106.26,32
41.6628,-111.1861,-39
38.3769,-84.3031,-33
48.8,-113.67,-122
42.3356,-73.2506,-139
43.9903,-94.6122,-189
30.0564,-90.5803,78
46.2858,-105.2919,-139
45.6911,-118.8522,94
45.6414,-85.0142,-122
39.7378,-90.7086,-61
42.3994,-90.3861,-200
46.8886,-102.3192,-189
38.4844,-93.2556,-50
48.8217,-100.4525,-233
46.5136,-114.0911,72
25.5011,-80.55,206
39.7233,-91.3719,-111
40.4664,-87.685,-122
42.8003,-103.7867,-44
46.8217,-108.3725,-117
40.9461,-72.3069,-72
37.48,-106.8,4
44.9892,-70.6719,-217
34.9417,-94.7039,-56
41.2322,-76.3422,-111
37.5669,-101.7508,-50
37.9833,-122.0692,161
29.3364,-99.1383,17
39.1172,-95.4097,-94
27.2417,-82.3161,250
36.7578,-90.4056,-44
34.9047,-83.4128,6
45.5333,-92.0222,-211
36.2114,-81.6442,-33
35.2897,-85.4736,6
31.3456,-110.2542,167
33.7569,-99.8617,-6
37.8089,-107.6633,-133
41.4992,-80.4681,-122
30.1061,-98.4286,44
32.8339,-97.2975,44
37.2364,-95.7003,-6
43.01,-109.76,-25
46.0931,-115.5356,0
40.4575,-92.1822,-133
45.3167,-118.0747,28
48.6297,-99.8069,-239
34.4744,-91.4172,0
39.3983,-77.7211,-72
43.6408,-87.905,-183
35.9203,-86.3728,-44
46.1,-121.96,18
34.0103,-78.545,-6
40.6092,-96.8719,-156
46.2553,-114.1642,72
45.465,-91.1236,-261
39.765,-93.0594,-106
46.5092,-95.38,-206
42.5503,-84.8258,-144
42.36,-111.56,-5
37.5811,-106.1869,-100
38.9031,-103.0192,-61
40.81,-105.77,-46
43.2794,-92.8106,-233
38.8561,-80.3075,-61
35.6939,-77.9456,17
43.9794,-117.0247,-22
33.8203,-93.3878,-50
41.7069,-94.9222,-183
41.0844,-105.2483,28
47.9422,-94.4553,-211
31.3747,-93.3911,17
33.9,-81.5389,28
34.9831,-83.0678,-17
38.8,-111.68,9
37.4414,-100.9792,44
33.8642,-79.7297,0
39.8,-76.05,-94
21.9592,-159.6758,150
46.18,-121.93,62
33.0642,-101.0489,17
37.6331,-91.5364,0
28.4558,-81.7233,128
40.7808,-115.1853,67
37.3908,-93.9489,-28
43.63,-107.18,-98
38.7297,-98.225,-61
45.3497,-90.7483,-161
44.2203,-69.7889,-194
41.0497,-112.9367,33
40.0739,-97.1669,-133
35.8722,-76.6592,106
37.0947,-81.7936,-17
45.155,-98.5825,-244
26.1686,-81.7158,150
39.0147,-99.8722,-106
25.1422,-80.9144,239
38.5458,-78.0981,-72
41.7594,-104.8222,56
34.705,-118.4297,150
43.39,-110.13,-111
70.3464,-150.9283,-289
42.3469,-83.1736,-133
44.37,-110.58,-36
44.5842,-74.9572,-133
43.57,-111.21,-17
44.54,-107.18,-61
47.9544,-118.9997,22
39,-120.13,58
47.76,-123.03,60
39.4247,-92.8106,-94
41.3089,-123.5317,111
31.4553,-110.9681,-17
37.68,-112.86,45
30.4392,-82.7847,50
45.8236,-91.8761,-206
29.5175,-97.4597,33
36.1878,-81.8736,-11
39.6042,-85.4528,-89
48.1925,-106.6383,-183
42.5711,-100.6931,-94
35.4867,-82.9681,17
31.9356,-109.8378,156
34.5019,-96.9717,-33
42.1608,-71.2461,-94
45.1219,-95.9269,-156
47.2508,-93.5861,-178
44.43,-120.33,51
44.3744,-70.3164,-183
28.0353,-97.4972,89
32.1794,-110.7364,50
38.2894,-79.8186,-67
37.7686,-111.5978,39
48.3164,-113.3542,17
48.93,-121.2,94
34.7522,-112.1114,83
38.0328,-78.5225,-33
38.2692,-87.1631,-17
35.1722,-111.5097,-61
36.5472,-87.3353,-39
39.13,-111.44,-21
45.6444,-109.2675,-128
43.7667,-88.4669,-167
36.33,-109.06,60
37.6364,-78.9336,-22
35.4139,-86.8086,-11
40.95,-110.48,-56
43.59,-122.06,7
38.72,-119.89,-43
45.2769,-111.3242,6
32.5111,-94.5889,-22
35.5325,-90.6872,-11
36.2911,-77.9822,44
26.2656,-97.8714,72
46.91,-121.48,25
48.9978,-107.8331,-172
34.6603,-82.8236,-11
42.0283,-84.1108,-167
39.16,-119.9,9
42.6508,-88.2544,-206
32.1808,-94.7964,-11
43.0519,-88.1775,-189
41.9153,-111.9128,-28
47.15,-116.27,26
37.7,-112.65,-2
64.9767,-147.5211,-278
31.6164,-94.6431,-44
35.3319,-79.4067,0
40.4,-105.96,-35
47.71,-123.46,100
39.45,-111.27,-25
38.1678,-109.7597,-22
31.2353,-88.9186,-28
41.265,-110.9508,39
32.2619,-97.7064,-28
42.2906,-104.7625,61
38.5961,-122.6014,117
45.2436,-109.7311,-139
31.8075,-85.9722,0
41.8978,-90.1544,-156
46.6008,-107.8706,-139
46.1581,-98.4,-189
41.9872,-98.0747,-156
46.6825,-107.2039,-128
42.3842,-85.9625,-128
37.9286,-87.8956,-11
44.5378,-90.535,-228
43.3456,-111.7847,-11
35.1072,-82.6256,6
43.7031,-98.0356,-172
33.2725,-86.8336,33
37.53,-110.7203,-44
32.6053,-93.2947,-33
30.4917,-92.4303,-11
29.0361,-80.9181,161
46.6694,-94.1089,-183
35.8783,-102.385,-6
33.6133,-114.4706,122
34.3956,-100.8972,39
37.48,-107.63,3
36.0717,-91.6169,-61
58.1917,-136.3436,6
39.09,-114.9,51
35.505,-96.9772,-50
33.3172,-80.4183,-6
32.4936,-91.7486,-6
42.87,-122.17,6
39.4239,-85.0128,-72
39.5231,-122.3058,189
47.07,-121.59,16
48.6469,-118.7314,0
33.6789,-79.3808,0
39.5228,-79.4131,-83
38.82,-106.59,-59
40.2394,-94.6833,-128
45.56,-118.45,62
44.4233,-118.9594,6
41.4725,-73.655,-100
41.1092,-111.9125,-11
33.1992,-97.105,-6
42.6617,-71.9358,-139
42.905,-88.8589,-239
35.4442,-88.7244,-39
37.2008,-80.5864,-50
39.32,-106.61,-50
53.895,-166.5433,11
35.3253,-81.5325,-44
30.3644,-91.1672,-6
47.4122,-105.595,-156
34.7961,-92.8417,-50
25.7553,-80.3836,206
46.0436,-118.4628,17
29.7044,-98.0286,22
43.73,-113.83,20
40.28,-111.61,60
45.0469,-101.605,-139
37.0092,-92.7561,-6
42.76,-116.9,101
43.3008,-89.3269,-206
46.9914,-112.0122,-128
48.1953,-96.7775,-222
45.6583,-95.4392,-189
35.6392,-85.3586,6
35.5392,-86.2283,-17
34.7586,-87.6411,-33
39.3886,-120.0936,-67
46.4911,-87.6894,-189
37.5742,-81.5356,-22
39.87,-111.28,19
46.0625,-122.2042,83
43.3772,-72.1811,-167
40.2914,-82.6547,-106
30.0628,-99.505,-22
43.8867,-111.7367,11
46.15,-122.15,98
45.0833,-94.3039,-194
40.5972,-79.1186,-106
42.5836,-94.2006,-244
32.8856,-116.815,106
40.55,-110.35,4
37.7083,-113.1439,11
32.7547,-104.3836,-33
44.2436,-112.2006,22
35.55,-88.7169,-28
33.0175,-117.0292,250
48.4564,-102.5947,-239
46.8367,-92.2108,-244
42.8125,-92.2575,-244
43.4447,-88.8478,-206
48.7622,-98.3447,-222
41.8161,-80.425,-128
30.9392,-95.9203,-11
36.5697,-104.5867,11
34.4094,-78.7914,-6
41.79,-111.55,19
34.9925,-86.8561,-22
28.0372,-97.8725,56
59.78,-150.76,-32
45.51,-100.0356,-222
41.7092,-87.8761,-150
37.97,-105.54,-47
38.4931,-122.0047,33
34.5031,-114.3603,61
46.8167,-117.8831,50
38.4461,-106.7611,-117
45.1369,-69.2806,-211
40.9461,-83.9614,-133
32.385,-90.8753,-28
43.4361,-75.3697,-161
42.4244,-123.3236,33
41.1247,-73.5475,-72
37.0925,-81.3358,-11
36.4194,-92.9158,-6
41.7367,-93.7236,-150
41.23,-116.03,35
36.8825,-83.8819,-6
43.755,-74.2692,-156
37.4436,-122.1403,28
40.4639,-94.4978,-156
40.6564,-118.1631,-56
37.7717,-107.1097,-83
31.2842,-98.7589,0
43.0597,-89.4819,-189
47.3,-121.6,112
35.7597,-91.6386,-28
44.6581,-72.6786,-194
40.44,-112.24,58
40.5228,-78.3694,-83
45.8175,-121.3531,11
45.27,-111.43,15
42.69,-121.43,-2
40.9667,-78.5872,-122
37.44,-108.02,0
42.9892,-71.3933,-122
47.68,-114,14
42.9536,-112.8253,-22
43.6542,-92.9739,-217
39.8283,-95.0881,-117
39.8942,-85.3953,-106
42.16,-114.19,56
34.2594,-106.0931,122
44.6197,-91.9794,-211
37.0678,-78.9517,-22
42.4292,-71.4425,-106
44.98,-111.95,-6
29.3092,-97.4061,28
43.2419,-77.3883,-94
38.3531,-98.7639,-78
45.2267,-96.6233,-194
45.5556,-90.9592,-283
39.5475,-81.6283,-72
43.0558,-96.1525,-133
42.5175,-84.6531,-139
18.4311,-65.9917,244
48.1731,-109.0044,-150
44.8,-107.84,-48
39.2494,-106.3714,-11
40.91,-110.5,-24
35.5553,-77.0722,22
31.2503,-89.8361,-11
37.345,-77.9781,-17
34.1742,-92.5947,-22
47.4989,-97.3514,-200
39.9,-98.0256,-117
44.72,-67.4539,-183
35.15,-86.5411,44
33.9431,-114.0242,206
46.0725,-97.1461,-206
35.4417,-100.8114,28
27.1353,-98.1203,61
27.1006,-82.4364,144
32.8006,-116.9281,256
47.3467,-102.5869,-183
47.8014,-96.6028,-206
37.9806,-105.6897,-33
44.5222,-99.455,-144
42.3108,-78.0231,-128
39.6842,-111.2056,-17
32.2842,-83.4681,-17
41.89,-111.57,-20
41.9828,-114.6586,-22
34.1944,-79.2472,-6
44.6167,-121.0011,11
42.27,-110.81,-51
39.5283,-85.7914,-78
33.6517,-101.245,39
37.2992,-77.2775,67
39.3533,-100.4397,-117
40.5756,-105.0236,-61
38.3761,-108.7422,-61
40.6475,-80.3861,-111
45.5181,-122.6894,44
47.3847,-94.6147,-206
37.2092,-112.9814,83
48.4089,-93.0483,-206
38.0733,-88.1805,-22
47.0092,-111.6739,50
44.0042,-124.0947,78
37.7922,-87.5708,-50
40.9361,-90.7197,-200
38.4239,-82.5936,-39
47.8039,-103.2892,-211
33.5714,-116.0767,161
45.9511,-86.2514,-200
38.2778,-85.7917,-33
43.9,-75.0367,-150
39.3,-106.61,-49
39.0736,-79.6339,-67
40.43,-111.62,50
61.9772,-151.2169,-250
27.2181,-81.8739,133
33.81,-110.92,78
37.2275,-119.2206,22
42.9453,-72.2369,-150
63.2,-145.63,-339
43.3339,-88.2978,-217
42.2486,-84.7736,-144
39.2,-84.7,-61
39.8144,-74.7883,-67
32.7019,-87.5814,6
41.0469,-102.1467,-72
44.4394,-68.9892,-189
42.41,-111.17,-43
41.6042,-88.085,-144
39.2728,-79.3683,-83
37.5139,-91.1939,-83
38.3197,-76.4525,-6
42.8733,-110.9075,6
44.16,-91.8122,-156
37.6667,-93.1067,-39
45.1519,-85.1322,-89
42.8508,-88.7247,-189
42.8294,-98.4583,-211
43.7467,-93.7367,-217
39.3419,-79.6697,-72
46.9658,-123.8292,94
42.7753,-91.4536,-283
39.7133,-90.2286,-83
36.0353,-111.8303,28
44.0425,-111.2739,6
43.2761,-75.1567,-133
36.3817,-119.0264,33
44.8767,-97.7383,-256
42.6006,-114.7453,17
38.4794,-101.3658,-72
64.8172,-147.8739,-333
39.0981,-79.4322,-100
33.6744,-95.5586,-28
35.6047,-87.8408,-17
44.3,-109.24,13
38.3806,-88.3264,-61
44.4983,-88.1119,-167
39.96,-110.99,3
40.2375,-124.1322,50
35.3675,-84.2997,-67
46.4414,-108.5397,-133
45.7206,-118.6264,33
38.9608,-105.2158,-11
41.38,-111.92,-2
39.5178,-121.5531,44
30.2861,-98.4089,100
